/*********************************************
 * OPL 12.6.0.0 Data
 * Author: Charlie Brown
 * Creation Date: 10 janv. 2016 at 19:14:48
 *********************************************/

 T = 14; //nombre de périodes
 n = 11; //nombre de chauffeurs
 m = 3; //nombre de lignes de bus
 
 
 



d = [
	[0,0,0,0,0,1,1, 0,0,0,0,0,1,1],
	[0,1,1,0,0,0,0, 0,1,1,0,0,0,0],
	[1,0,1,0,0,0,0, 1,0,1,0,0,0,0],
	[0,0,0,0,1,0,1, 0,0,0,0,1,0,1],	
	[0,0,0,1,0,1,0, 0,0,0,1,0,1,0],
	
		
	[0,1,0,0,1,0,0, 0,1,0,0,1,0,0],
	
	[0,0,1,0,0,0,1, 0,1,0,0,0,0,1],
	[1,1,0,0,0,0,0, 1,1,0,0,0,0,0],
	[0,1,0,1,0,0,0, 1,0,0,1,0,0,0],
	[0,0,0,0,1,0,1, 0,0,0,0,1,0,1],
	[1,0,0,0,0,1,0, 1,0,0,0,0,1,0]
	
	]; //congés


pd = [
	[0,0,0,1,0,0,0, 0,0,0,1,0,0,0],
	[0,0,0,0,1,0,0, 0,0,0,0,0,1,0],
	[0,0,0,0,0,0,0, 0,0,0,0,1,1,1],
	[1,0,0,0,0,0,0, 0,0,1,0,0,0,0],
	[0,1,0,0,0,0,0, 1,1,0,0,0,0,0],
	
	[0,0,0,0,0,0,1, 0,0,0,0,0,0,1],
	[1,0,0,0,1,0,0, 0,0,0,0,1,0,0],
	[0,0,0,0,1,0,0, 0,0,0,0,0,1,0],
	[0,0,0,0,0,1,1, 0,0,0,0,0,1,0],
	[0,0,1,0,0,0,0, 0,1,1,0,0,0,0],
	[0,0,1,1,0,0,0, 0,0,0,0,0,0,0]
	];//preferences congés 	
 	
 	
 	
 pm = [
 	[1,0,0,0,0,0,0, 1,0,0,0,1,0,0],
 	[0,0,0,1,0,0,0, 0,0,0,0,0,0,0],
 	[0,0,0,0,0,0,1, 0,0,0,1,0,0,0],
 	[0,0,0,0,0,0,0, 0,0,0,0,0,0,0],
 	
 	[0,0,0,0,0,0,0, 0,0,1,0,0,0,0],
 	[0,0,0,0,0,1,0, 0,0,0,1,0,0,0],
 	[0,0,0,1,0,0,0, 0,0,0,0,0,0,0],
 	[0,0,0,0,0,0,0, 0,0,0,1,0,0,0],
 	
 	[1,0,0,0,0,0,0, 0,0,1,0,0,0,0],
 	[0,0,0,1,0,0,0, 0,0,0,1,0,0,0],
 	[0,0,0,0,0,0,0, 0,0,0,0,1,0,0]
 	];//preference matin	
 	
 	
z = [
	[1,0,0],
	[0,1,0],
	[0,0,1],
	[0,1,1],
	[0,1,1],
	
	[1,0,0],
	[1,0,1],
	[0,1,0],
	[0,1,0],
	[1,1,0],
	[1,0,0]
];//bus
 	
 	
pa = [
	[0,0,0,0,0,0,0, 0,0,0,0,0,0,0],
	[0,0,0,0,0,0,0, 0,0,0,0,1,0,0],
	[0,0,0,0,0,0,0, 0,0,0,0,0,0,0],
	[0,0,1,0,0,0,0, 1,0,0,0,0,0,0],
	[0,0,0,0,0,0,1, 0,0,0,0,0,0,1],
	
	[0,0,0,0,0,0,0, 0,0,0,0,0,0,0],
	[0,0,0,0,0,1,0, 0,0,0,0,0,0,0],
	[0,0,0,1,0,1,0, 0,0,0,0,0,0,0],
	[0,0,0,0,0,0,0, 0,0,0,0,0,0,0],
	[0,0,0,0,0,0,0, 0,0,0,0,0,1,0],
	[0,0,0,0,0,0,0, 0,1,0,0,0,0,0]
	
	 		
 	]; //preferences aprem
 	
//Team = {"A","B","C","D","E","F","G","H","I","J","K"};
